payment_attempt_id,customer_id,amount,currency,status,created_at
pay_003337,cust_0399,346.47,EUR,succeeded,2026-01-24T18:10:54Z
pay_005134,cust_0111,118.74,USD,succeeded,2026-01-20T00:49:16Z
pay_002994,cust_0104,154.54,GBP,succeeded,2026-01-01T23:29:54Z
pay_000841,cust_0099,162.98,USD,succeeded,2026-01-10T04:17:00Z
pay_005216,cust_0051,14.75,USD,succeeded,2026-01-29T10:05:37Z
pay_001173,cust_0357,108.57,EUR,failed,2026-01-07T23:39:22Z
pay_001864,cust_0136,234.05,USD,succeeded,2026-01-28T16:58:57Z
pay_002675,cust_0200,56.27,USD,failed,2026-01-26T14:39:11Z
pay_000789,cust_0056,439.49,GBP,succeeded,2026-01-15T08:56:47Z
pay_003006,cust_0390,102.99,EUR,failed,2026-01-15T07:47:41Z
pay_003841,cust_0024,301.29,USD,succeeded,2026-01-25T13:57:26Z
pay_002216,cust_0143,474.71,USD,pending,2026-01-02T18:59:46Z
pay_005359,cust_0208,338.56,USD,succeeded,2026-01-16T02:14:02Z
pay_000186,cust_0391,299.93,EUR,succeeded,2026-01-08T19:07:59Z
pay_003494,cust_0077,92.19,EUR,succeeded,2026-01-05T09:29:26Z
pay_002401,cust_0215,74.02,USD,succeeded,2026-01-31T23:01:02Z
pay_002917,cust_0122,138.32,USD,succeeded,2026-01-12T13:07:12Z
pay_002442,cust_0262,16.64,EUR,succeeded,2026-01-25T15:06:26Z
pay_001089,cust_0208,100.00,USD,succeeded,2026-01-08T11:18:23Z
pay_000827,cust_0154,161.17,USD,failed,2026-01-19T07:34:57Z
pay_002132,cust_0391,253.38,USD,succeeded,2026-01-08T19:18:40Z
pay_002834,cust_0070,120.70,USD,succeeded,2026-01-14T04:31:10Z
pay_000723,cust_0336,416.88,USD,failed,2026-01-16T23:15:44Z
pay_001908,cust_0015,480.13,USD,failed,2026-01-20T07:06:16Z
pay_005782,cust_0205,207.06,GBP,failed,2026-01-24T07:04:04Z
pay_002492,cust_0220,241.83,EUR,succeeded,2026-01-20T01:31:28Z
pay_005676,cust_0244,33.73,EUR,succeeded,2026-01-25T16:31:18Z
pay_002785,cust_0243,128.26,USD,failed,2026-01-16T06:50:00Z
pay_001215,cust_0082,399.32,USD,succeeded,2026-01-01T08:47:12Z
pay_005964,cust_0059,145.82,EUR,succeeded,2026-01-26T15:40:23Z
pay_003175,cust_0008,445.04,USD,succeeded,2026-01-06T19:00:22Z
pay_001512,cust_0030,279.31,USD,failed,2026-01-03T00:23:21Z
pay_000047,cust_0390,92.69,EUR,succeeded,2026-01-25T17:59:24Z
pay_000739,cust_0120,50.49,USD,failed,2026-01-09T07:54:59Z
pay_001578,cust_0091,305.87,USD,succeeded,2026-01-27T02:37:23Z
pay_005832,cust_0186,390.45,EUR,succeeded,2026-01-14T02:42:43Z
pay_005399,cust_0391,177.72,USD,succeeded,2026-01-30T17:10:57Z
pay_001623,cust_0024,472.04,USD,succeeded,2026-01-02T12:59:06Z
pay_005844,cust_0110,489.95,USD,succeeded,2026-01-20T00:11:06Z
pay_003744,cust_0012,421.37,USD,succeeded,2026-01-30T10:05:50Z
pay_000908,cust_0151,42.48,USD,succeeded,2026-01-15T10:03:46Z
pay_005489,cust_0256,271.77,EUR,succeeded,2026-01-16T11:20:43Z
pay_004443,cust_0149,468.32,USD,succeeded,2026-01-04T17:49:03Z
pay_004386,cust_0259,496.77,USD,succeeded,2026-01-28T23:22:32Z
pay_000199,cust_0238,214.94,USD,succeeded,2026-01-22T08:21:42Z
pay_005722,cust_0059,402.75,EUR,succeeded,2026-01-03T00:42:04Z
pay_004274,cust_0184,264.77,EUR,succeeded,2026-01-05T08:06:22Z
pay_003810,cust_0268,73.11,USD,succeeded,2026-01-24T02:02:51Z
pay_003619,cust_0227,85.48,EUR,succeeded,2026-01-24T21:26:21Z
pay_005842,cust_0374,146.12,USD,succeeded,2026-01-07T20:32:41Z
pay_000735,cust_0146,71.87,GBP,succeeded,2026-01-20T00:14:20Z
pay_005828,cust_0306,132.30,USD,succeeded,2026-01-20T10:31:23Z
pay_004964,cust_0149,357.09,USD,succeeded,2026-01-10T16:44:00Z
pay_005090,cust_0127,320.62,USD,succeeded,2026-01-03T05:02:39Z
pay_000592,cust_0338,369.28,USD,pending,2026-01-28T13:03:48Z
pay_001316,cust_0339,488.67,GBP,failed,2026-01-06T15:47:28Z
pay_002284,cust_0011,491.10,USD,succeeded,2026-01-29T13:35:09Z
pay_000676,cust_0281,201.52,EUR,succeeded,2026-01-02T03:01:51Z
pay_002872,cust_0382,314.57,USD,succeeded,2026-01-28T13:59:53Z
pay_000832,cust_0122,475.61,USD,succeeded,2026-01-12T11:00:25Z
pay_000619,cust_0296,8.56,EUR,succeeded,2026-01-17T11:30:05Z
pay_004129,cust_0253,164.23,EUR,succeeded,2026-01-30T22:56:36Z
pay_001207,cust_0078,488.98,GBP,succeeded,2026-01-29T18:55:28Z
pay_001696,cust_0003,130.98,USD,succeeded,2026-01-06T22:04:04Z
pay_000737,cust_0284,463.33,USD,succeeded,2026-01-17T01:22:26Z
pay_003217,cust_0215,467.31,GBP,succeeded,2026-01-03T13:35:08Z
pay_003480,cust_0328,436.84,USD,succeeded,2026-01-18T17:04:53Z
pay_005454,cust_0255,293.28,EUR,succeeded,2026-01-19T23:47:32Z
pay_005333,cust_0110,60.28,EUR,succeeded,2026-01-24T17:23:22Z
pay_005833,cust_0241,259.21,USD,failed,2026-01-02T01:57:02Z
pay_004547,cust_0040,149.43,USD,failed,2026-01-04T12:33:37Z
pay_003893,cust_0087,334.23,GBP,succeeded,2026-01-02T20:34:21Z
pay_001984,cust_0316,460.70,USD,failed,2026-01-18T13:37:27Z
pay_002868,cust_0322,187.34,EUR,succeeded,2026-01-05T09:50:05Z
pay_001422,cust_0252,388.00,USD,succeeded,2026-01-01T15:10:36Z
pay_002499,cust_0018,389.70,GBP,succeeded,2026-01-11T07:53:04Z
pay_001365,cust_0130,233.77,USD,succeeded,2026-01-07T16:49:02Z
pay_002487,cust_0056,40.74,GBP,succeeded,2026-01-16T08:48:17Z
pay_000157,cust_0089,174.45,USD,failed,2026-01-15T23:25:19Z
pay_002494,cust_0359,194.96,USD,failed,2026-01-16T03:34:05Z
pay_005487,cust_0132,406.58,USD,succeeded,2026-01-12T12:07:22Z
pay_003620,cust_0034,407.75,USD,succeeded,2026-01-10T22:00:46Z
pay_001221,cust_0345,262.23,USD,succeeded,2026-01-05T11:56:11Z
pay_005159,cust_0140,267.26,EUR,succeeded,2026-01-03T23:58:37Z
pay_004053,cust_0285,250.24,EUR,succeeded,2026-01-17T13:33:00Z
pay_001050,cust_0074,297.33,USD,succeeded,2026-01-13T06:08:34Z
pay_005860,cust_0339,321.06,USD,succeeded,2026-01-12T10:23:49Z
pay_002512,cust_0244,125.40,GBP,succeeded,2026-01-13T05:00:25Z
pay_000071,cust_0123,393.26,GBP,pending,2026-01-10T07:03:50Z
pay_002334,cust_0391,275.06,USD,succeeded,2026-01-21T17:20:46Z
pay_001775,cust_0128,196.19,USD,succeeded,2026-01-26T03:34:23Z
pay_001936,cust_0275,118.52,EUR,failed,2026-01-13T13:36:45Z
pay_004926,cust_0329,425.24,GBP,succeeded,2026-01-12T11:40:38Z
pay_001604,cust_0069,456.12,USD,succeeded,2026-01-30T05:04:24Z
pay_005636,cust_0221,234.03,GBP,succeeded,2026-01-22T10:46:13Z
pay_002399,cust_0354,440.59,USD,succeeded,2026-01-12T14:40:53Z
pay_001097,cust_0063,168.00,USD,failed,2026-01-25T14:11:51Z
pay_004500,cust_0321,223.69,USD,succeeded,2026-01-18T17:23:49Z
pay_003930,cust_0141,170.10,USD,failed,2026-01-02T13:04:51Z
pay_002988,cust_0015,486.18,USD,succeeded,2026-01-26T13:15:50Z
pay_003951,cust_0243,198.51,USD,failed,2026-01-14T19:08:27Z
pay_003161,cust_0353,311.67,USD,succeeded,2026-01-03T20:06:53Z
pay_001597,cust_0058,364.72,USD,succeeded,2026-01-19T11:45:43Z
pay_001532,cust_0061,250.31,EUR,succeeded,2026-01-14T04:38:23Z
pay_000607,cust_0044,496.42,GBP,succeeded,2026-01-07T06:12:36Z
pay_004435,cust_0072,78.30,USD,succeeded,2026-01-08T05:38:39Z
pay_003188,cust_0154,49.70,EUR,succeeded,2026-01-28T08:11:04Z
pay_003222,cust_0117,398.00,USD,failed,2026-01-31T20:44:07Z
pay_003726,cust_0337,488.48,USD,pending,2026-01-18T01:11:03Z
pay_004397,cust_0047,487.78,USD,succeeded,2026-01-04T21:29:33Z
pay_001391,cust_0104,322.81,USD,succeeded,2026-01-05T21:46:30Z
pay_003481,cust_0323,436.74,USD,succeeded,2026-01-05T05:39:48Z
pay_002285,cust_0049,492.64,USD,succeeded,2026-01-06T11:54:02Z
pay_002874,cust_0012,338.94,USD,failed,2026-01-13T07:06:34Z
pay_003089,cust_0280,483.99,GBP,succeeded,2026-01-05T08:04:58Z
pay_000957,cust_0239,381.37,USD,succeeded,2026-01-15T10:44:47Z
pay_005062,cust_0043,247.17,EUR,succeeded,2026-01-30T20:39:57Z
pay_001184,cust_0148,175.20,USD,succeeded,2026-01-24T07:59:56Z
pay_001692,cust_0012,479.81,USD,succeeded,2026-01-14T15:17:18Z
pay_005657,cust_0079,9.04,USD,succeeded,2026-01-11T21:38:21Z
pay_000056,cust_0366,90.42,USD,succeeded,2026-01-03T15:56:17Z
pay_004885,cust_0171,185.90,USD,succeeded,2026-01-21T06:33:51Z
pay_002166,cust_0182,434.29,USD,failed,2026-01-29T05:23:55Z
pay_002633,cust_0115,199.73,USD,succeeded,2026-01-23T05:55:39Z
pay_004051,cust_0308,296.05,EUR,failed,2026-01-22T19:57:28Z
pay_002470,cust_0289,281.68,EUR,failed,2026-01-27T08:25:45Z
pay_005918,cust_0239,481.74,USD,succeeded,2026-01-04T20:21:00Z
pay_004100,cust_0145,302.16,GBP,succeeded,2026-01-23T08:37:08Z
pay_005270,cust_0245,53.21,USD,succeeded,2026-01-05T07:21:42Z
pay_005742,cust_0366,330.93,USD,failed,2026-01-12T20:11:58Z
pay_001463,cust_0012,214.11,USD,succeeded,2026-01-18T12:40:53Z
pay_004806,cust_0157,324.94,EUR,succeeded,2026-01-05T09:50:38Z
pay_003568,cust_0264,9.91,GBP,succeeded,2026-01-26T04:18:21Z
pay_004718,cust_0039,112.83,USD,succeeded,2026-01-26T17:37:24Z
pay_005273,cust_0317,13.79,EUR,succeeded,2026-01-30T10:07:15Z
pay_003512,cust_0014,173.12,USD,succeeded,2026-01-21T03:53:40Z
pay_003650,cust_0371,34.24,USD,succeeded,2026-01-14T19:28:45Z
pay_000425,cust_0268,345.10,GBP,pending,2026-01-14T20:51:06Z
pay_004127,cust_0295,484.74,USD,failed,2026-01-21T22:41:34Z
pay_001429,cust_0137,334.33,EUR,pending,2026-01-25T01:31:26Z
pay_004582,cust_0111,30.66,EUR,succeeded,2026-01-29T17:36:03Z
pay_005016,cust_0010,364.02,USD,succeeded,2026-01-12T07:39:17Z
pay_000783,cust_0243,117.01,USD,succeeded,2026-01-05T00:32:47Z
pay_002383,cust_0361,374.30,USD,succeeded,2026-01-05T03:20:19Z
pay_005468,cust_0049,320.23,USD,failed,2026-01-29T23:56:31Z
pay_000235,cust_0125,343.60,EUR,succeeded,2026-01-23T23:48:06Z
pay_000913,cust_0394,323.45,GBP,succeeded,2026-01-14T09:25:47Z
pay_005695,cust_0318,290.17,USD,succeeded,2026-01-25T00:52:16Z
pay_003895,cust_0398,441.65,USD,failed,2026-01-27T01:11:09Z
pay_000451,cust_0011,384.95,USD,failed,2026-01-28T04:49:02Z
pay_002926,cust_0273,494.74,USD,succeeded,2026-01-25T12:30:03Z
pay_003515,cust_0043,51.71,EUR,failed,2026-01-06T02:46:36Z
pay_003392,cust_0054,245.36,USD,succeeded,2026-01-27T20:20:54Z
pay_004256,cust_0286,257.41,EUR,succeeded,2026-01-19T22:50:06Z
pay_000674,cust_0065,129.57,EUR,succeeded,2026-01-24T02:54:54Z
pay_000828,cust_0296,458.51,EUR,succeeded,2026-01-22T02:24:38Z
pay_000649,cust_0392,25.92,USD,succeeded,2026-01-28T22:35:52Z
pay_001152,cust_0092,433.43,USD,pending,2026-01-08T07:34:52Z
pay_001161,cust_0154,343.74,USD,pending,2026-01-05T09:03:11Z
pay_000587,cust_0134,272.14,EUR,failed,2026-01-18T05:24:41Z
pay_004017,cust_0073,257.95,USD,failed,2026-01-29T07:16:16Z
pay_001821,cust_0183,427.44,EUR,failed,2026-01-20T15:58:44Z
pay_005330,cust_0246,410.18,EUR,succeeded,2026-01-25T13:06:51Z
pay_001115,cust_0164,368.91,USD,succeeded,2026-01-15T21:35:28Z
pay_005640,cust_0264,478.75,USD,failed,2026-01-12T02:42:19Z
pay_005811,cust_0170,201.08,USD,failed,2026-01-01T23:38:31Z
pay_004378,cust_0049,214.69,USD,succeeded,2026-01-09T20:09:59Z
pay_001508,cust_0094,400.24,USD,pending,2026-01-15T10:02:32Z
pay_000475,cust_0315,204.68,GBP,succeeded,2026-01-14T13:57:22Z
pay_005771,cust_0347,301.05,USD,succeeded,2026-01-09T03:44:55Z
